"country","iso2c","iso3c","year","arrivals","gdp_pc","gdp_growth","reer","population"
"Italy","IT","ITA",2005,59230000,33407.6754716472,0.762410677306491,102.722206594922,58166682
"Italy","IT","ITA",2006,66353000,33873.0493680093,1.79947992234244,102.325046001305,58399861
"Italy","IT","ITA",2007,70271000,34159.9109244074,1.46229205289291,102.982425977609,58756247
"Italy","IT","ITA",2008,70719000,33550.6340800063,-1.02313851177097,103.805678556479,59211181
"Italy","IT","ITA",2009,71692000,31587.0638416305,-5.30515401233991,104.935664610865,59555454
"Italy","IT","ITA",2010,73225000,31928.5543621096,1.52910573247101,100,59819407
"Italy","IT","ITA",2011,75866000,32039.5032494316,0.695463154440176,99.9254988392588,60026841
"Italy","IT","ITA",2012,76293000,30953.4147447427,-3.12523877282996,97.8517248333379,60191247
"Italy","IT","ITA",2013,76762000,30330.0221599668,-1.81802510749792,99.5465420095703,60311613
"Italy","IT","ITA",2014,77694000,30325.0287793923,-0.00138761730454462,99.3446605743153,60320707
"Italy","IT","ITA",2015,81068000,30639.8829751432,0.885667635240807,93.7933248440027,60229605
"Italy","IT","ITA",2016,84925000,31077.6792675211,1.23622108511661,94.624701905068,60115223
"Italy","IT","ITA",2017,89931000,31635.52277108,1.60369995294101,95.4177618911688,60002252
"Italy","IT","ITA",2018,93228601.5625,31963.6417148824,0.826646712344115,96.8726343036776,59877221
"Italy","IT","ITA",2019,95399000,32180.4341017428,0.429162533780342,94.5042183045506,59729081
"Italy","IT","ITA",2020,38419000,29469.7989238626,-8.86822122185345,95.0146231388646,59438851
"Japan","JP","JPN",1995,3345000,30504.5332529005,2.34205546196849,134.827006164527,125472000
"Japan","JP","JPN",1996,3837000,31371.432405964,3.07546731409349,113.340067284527,125757000
"Japan","JP","JPN",1997,4218000,31723.3382538425,1.36297109407448,106.598122021482,126057000
"Japan","JP","JPN",1998,4106000,31076.4386626557,-1.77264091037956,106.463511862589,126400000
"Japan","JP","JPN",1999,4438000,30911.9243180534,-0.347600398675738,118.313101514038,126631000
"Japan","JP","JPN",2000,4757000,31779.3788459032,2.97832688768516,124.776740598696,126843000
"Japan","JP","JPN",2001,4772000,31793.1269485489,0.284608556379041,110.996507173844,127149000
"Japan","JP","JPN",2002,5239000,31746.2430105713,0.0849888050363319,103.512814271053,127445000
"Japan","JP","JPN",2003,5212000,32115.5810785373,1.38010935830795,104.659655178558,127718000
"Japan","JP","JPN",2004,6138000,32783.1292835489,2.11294823723127,105.861555847381,127761000
"Japan","JP","JPN",2005,6728000,33385.9179590327,1.8482813374834,99.2889842177539,127773000
"Japan","JP","JPN",2006,7334000,33880.6890093456,1.54630843078741,89.8553448450511,127854000
"Japan","JP","JPN",2007,8347000,34426.6937124867,1.72837912865577,82.3669732649988,128001000
"Japan","JP","JPN",2008,8351000,34008.5915147362,-1.16662209355141,88.4603841621273,128063000
"Japan","JP","JPN",2009,6790000,31993.8588053706,-5.9359411383964,99.3375041330387,128047000
"Japan","JP","JPN",2010,8611000,33311.2872381879,4.13645589222239,99.9999999999999,128070000
"Japan","JP","JPN",2011,6219000,33306.1802259719,-0.20035785332982,101.237606897289,127833000
"Japan","JP","JPN",2012,8358000,33909.4911855243,1.64893452981225,100.010880482333,127629000
"Japan","JP","JPN",2013,10364000,34636.6924746166,1.99727653399265,79.661343093231,127445000
"Japan","JP","JPN",2014,13413000,34996.8796756631,0.905915486065865,74.5461907365075,127276000
"Japan","JP","JPN",2015,19737000,35664.6446110613,1.79997735783475,69.2768722770426,127141000
"Japan","JP","JPN",2016,24039000,35934.4467886662,0.704986495111257,78.7749170186742,127076000
"Japan","JP","JPN",2017,28691000,36547.7357437305,1.62345062245441,75.0381807965509,126972000
"Japan","JP","JPN",2018,31191000,36899.3847079435,0.834143845965585,74.3308016355534,126811000
"Japan","JP","JPN",2019,31881000,36837.2583653113,-0.308496921143259,76.4183556235288,126633000
"Japan","JP","JPN",2020,4115799.8046875,35363.2996951789,-4.28327942675573,77.0950081529581,126261000
"Korea, Rep.","KR","KOR",1995,3753000,13924.3044000347,9.7358937505409,152.758103249717,45092991
"Korea, Rep.","KR","KOR",1996,3684000,14894.3278834104,7.99042982526839,164.434675938897,45524681
"Korea, Rep.","KR","KOR",1997,3908000,15682.2717905189,6.2821926537929,146.648590964874,45953580
"Korea, Rep.","KR","KOR",1998,4250000,14800.5091573641,-4.9389297463141,97.894454099271,46286503
"Korea, Rep.","KR","KOR",1999,4660000,16402.9168341094,11.6172629559591,99.2886734460101,46616677
"Korea, Rep.","KR","KOR",2000,5322000,17763.1353417297,9.2018583880479,104.731874074094,47008111
"Korea, Rep.","KR","KOR",2001,5147000,18460.4288193829,4.72593560322356,98.4697961131721,47370164
"Korea, Rep.","KR","KOR",2002,5347000,19775.3800655139,7.74399895319569,104.445545786428,47644736
"Korea, Rep.","KR","KOR",2003,4753000,20278.0406421178,3.07472661826947,103.107437927225,47892330
"Korea, Rep.","KR","KOR",2004,5818000,21244.8136800528,5.1836368597334,107.241596068515,48082519
"Korea, Rep.","KR","KOR",2005,6023000,22123.7613066851,4.35823667337156,127.016608317263,48184561
"Korea, Rep.","KR","KOR",2006,6155000,23162.1860111297,5.24500550580342,136.102000515023,48438292
"Korea, Rep.","KR","KOR",2007,6448000,24391.7651013448,5.8419633918717,137.145083570365,48683638
"Korea, Rep.","KR","KOR",2008,6891000,24934.5396367691,3.00440451679569,108.142013885944,49054708
"Korea, Rep.","KR","KOR",2009,7818000,25009.9148311999,0.81986175641795,91.6140551877063,49307835
"Korea, Rep.","KR","KOR",2010,8798000,26623.0487122927,6.98166138853071,100,49554112
"Korea, Rep.","KR","KOR",2011,9795000,27393.455357272,3.6880320602952,97.4913021906562,49936638
"Korea, Rep.","KR","KOR",2012,11140000,27944.0564190045,2.54766550568242,105.126979533317,50199853
"Korea, Rep.","KR","KOR",2013,12176000,28732.711152033,3.2913959543442,119.02693940295,50428893
"Korea, Rep.","KR","KOR",2014,14202000,29470.6732991655,3.21468019683108,134.523803868149,50746659
"Korea, Rep.","KR","KOR",2015,13232000,30171.7906545222,2.92029267301234,142.053873395547,51014947
"Korea, Rep.","KR","KOR",2016,17242000,31005.4072876388,3.17152748983935,139.055448199124,51217803
"Korea, Rep.","KR","KOR",2017,13336000,31979.9027302467,3.433191763972,143.076667914139,51361911
"Korea, Rep.","KR","KOR",2018,15347000,32852.8887488942,3.17611568177327,152.992991561875,51585058
"Korea, Rep.","KR","KOR",2019,17503000,33496.3113815643,2.31380210595475,147.622919566554,51764822
"Korea, Rep.","KR","KOR",2020,2519000,33215.9298928108,-0.700242317542106,136.984098046403,51836239
"Mexico","MX","MEX",1995,85446000,7970.64038489585,-5.91029962358286,75.5141680577351,90862455
"Mexico","MX","MEX",1996,90394000,8320.65295687947,6.21829715869302,84.7710613652704,92452702
"Mexico","MX","MEX",1997,92915000,8770.8448154628,7.19887615284711,97.6036257695446,94021207
"Mexico","MX","MEX",1998,95214000,9161.89527775798,6.18507893082885,98.3845720054294,95575245
"Mexico","MX","MEX",1999,99869000,9264.977292523,2.75503039300564,106.784025650815,97115707
"Mexico","MX","MEX",2000,105673000,9581.96970202823,5.02928399378261,115.553400015407,98625552
"Mexico","MX","MEX",2001,100718000,9398.35074347946,-0.450845253215945,123.028647194709,100099099
"Mexico","MX","MEX",2002,100153000,9242.27886122367,-0.236588001922641,123.06063768985,101548624
"Mexico","MX","MEX",2003,92330000,9221.99666685464,1.18554486709559,110.197372985895,102978515
"Mexico","MX","MEX",2004,99250000,9421.28976132695,3.56544102622887,105.968809929137,104394131
"Mexico","MX","MEX",2005,103146000,9491.51730268004,2.11324711473297,109.793540133948,105811504
"Mexico","MX","MEX",2006,97701000,9813.82804186659,4.80501351664901,109.894671668027,107253666
"Mexico","MX","MEX",2007,93582000,9877.69532636562,2.0778639395329,108.363121432455,108774360
"Mexico","MX","MEX",2008,92948000,9826.34218448486,0.943331872912935,106.063318481667,110374288
"Mexico","MX","MEX",2009,88044000,9074.11881448129,-6.29525056697287,92.7697787421505,111999721
"Mexico","MX","MEX",2010,81953000,9389.06722076504,4.9713345832195,100,113623895
"Mexico","MX","MEX",2011,75732000,9575.93437734618,3.44404505297089,99.8484894987736,115243504
"Mexico","MX","MEX",2012,76749000,9782.51776251839,3.55321076010608,96.6820314212398,116818208
"Mexico","MX","MEX",2013,78100000,9738.71059661101,0.852101550164704,102.304385904223,118343573
"Mexico","MX","MEX",2014,81042000,9862.4812534745,2.50376350783593,101.207651448952,119784261
"Mexico","MX","MEX",2015,87129000,10021.2386113616,2.70232343024026,90.6826171466568,121072306
"Mexico","MX","MEX",2016,94853000,10100.5021195819,1.7724932254128,79.0589859435681,122251351
"Mexico","MX","MEX",2017,99349000,10193.7727188313,1.87172854648381,81.0162193188277,123400057
"Mexico","MX","MEX",2018,96497000,10296.8690940459,1.97208211101069,80.9713080815444,124573711
"Mexico","MX","MEX",2019,97406000,10159.4448367696,-0.392690513290532,83.5890901098247,125762982
"Mexico","MX","MEX",2020,51128000,9234.64362226594,-8.35403459379062,77.1450033114515,126799054
"Morocco","MA","MAR",1995,2752000,1705.4482421875,-5.40544787197402,109.382335621772,26399429
"Morocco","MA","MAR",1996,2856000,1886.67224121094,12.3728762700496,109.717795600362,26808107
"Morocco","MA","MAR",1997,3203000,1828.96862792969,-1.56070234550782,109.34523056264,27213337
"Morocco","MA","MAR",1998,3267000,1931.74047851563,7.23855267691987,112.258951290529,27621648
"Morocco","MA","MAR",1999,4088000,1935.47875976563,1.6970614772566,112.25633803321,28027179
"Morocco","MA","MAR",2000,4458000,1957.14135742188,2.58218091499747,114.852955528687,28423435
"Morocco","MA","MAR",2001,4596000,2078.96606445313,7.72182519577728,110.208132777472,28814643
"Morocco","MA","MAR",2002,4709000,2127.50708007813,3.73019737485745,109.710685900648,29198142
"Morocco","MA","MAR",2003,5021000,2229.576171875,6.17110214953244,108.88609902621,29571415
"Morocco","MA","MAR",2004,5732000,2301.08178710938,4.57138016516208,106.986201842616,29953018
"Morocco","MA","MAR",2005,6077000,2342.15478515625,3.19224973015831,104.046245255729,30358144
"Morocco","MA","MAR",2006,6777000,2489.99291992188,7.7908200104027,104.533312366764,30771178
"Morocco","MA","MAR",2007,7701000,2540.615234375,3.44106776690418,103.610079874589,31186468
"Morocco","MA","MAR",2008,8209000,2648.58569335938,5.68453936284732,103.349321668838,31606767
"Morocco","MA","MAR",2009,8661000,2710.66650390625,3.74576940136258,104.817749868032,32030778
"Morocco","MA","MAR",2010,9752000,2767.04223632813,3.49955709403216,100,32467016
"Morocco","MA","MAR",2011,9784000,2879.53930664063,5.52464523319847,97.5005247930548,32912588
"Morocco","MA","MAR",2012,9830000,2927.45043945313,3.06234368502997,95.3823486920949,33355241
"Morocco","MA","MAR",2013,10349000,3008.185546875,4.12221286860944,97.0110333254254,33787571
"Morocco","MA","MAR",2014,10507000,3051.458984375,2.7192440802029,97.0799464898365,34204780
"Morocco","MA","MAR",2015,10542000,3146.24780273438,4.34458297635238,96.8371296360663,34607588
"Morocco","MA","MAR",2016,10677000,3124.42504882813,0.52118550608968,98.977184302312,35023457
"Morocco","MA","MAR",2017,11540000,3242.64428710938,5.05789816173446,98.6489759325085,35446392
"Morocco","MA","MAR",2018,12489000,3304.7119140625,3.06564133025955,99.4263633406825,35839760
"Morocco","MA","MAR",2019,13109000,3364.73950195313,2.89097476137077,100.211350623948,36210898
"Morocco","MA","MAR",2020,2802000,3090.89428710938,-7.17820744246774,101.574646324883,36584208
"Netherlands","NL","NLD",1995,6574000,33916.4887954068,3.11603593857495,105.101241538815,15459006
"Netherlands","NL","NLD",1996,6580000,34915.1788311903,3.42063535269868,102.715441086314,15530498
"Netherlands","NL","NLD",1997,7841000,36211.6548633578,4.24847396941847,96.9941975267458,15610650
"Netherlands","NL","NLD",1998,9312000,37661.7102516626,4.64770326997895,98.5024856828639,15707209
"Netherlands","NL","NLD",1999,9874000,39298.7167162926,5.04334216651563,97.3195045080239,15812088
"Netherlands","NL","NLD",2000,10003000,40665.3000211594,4.21970034558892,92.5138499043685,15925513
"Netherlands","NL","NLD",2001,9500000,41297.284710124,2.32358454925847,95.0147792430639,16046180
"Netherlands","NL","NLD",2002,9595000,41135.4020353856,0.24582951723049,98.2906016023781,16148929
"Netherlands","NL","NLD",2003,9181000,40981.839972092,0.0978549395212411,104.269317531663,16225302
"Netherlands","NL","NLD",2004,9646000,41663.1290344572,2.01628331561487,105.190288454781,16281779
"Netherlands","NL","NLD",2005,10012000,42411.3480862811,2.03401576512488,103.707216705299,16319868
"Netherlands","NL","NLD",2006,10739000,43841.0915818567,3.53729585853395,102.333262462813,16346101
"Netherlands","NL","NLD",2007,11008000,45445.542186196,3.88542348324803,103.055963114158,16381696
"Netherlands","NL","NLD",2008,10104000,46227.1987545514,2.11674514240192,103.552826313661,16445593
"Netherlands","NL","NLD",2009,9921000,44304.4041948677,-3.66528147002826,105.01124048331,16530388
"Netherlands","NL","NLD",2010,10883000,44659.2793901474,1.31935287897116,100,16615394
"Netherlands","NL","NLD",2011,11300000,45239.7198745589,1.77330320575034,99.4598855129901,16693074
"Netherlands","NL","NLD",2012,11680000,44631.8855633239,-0.977826121310997,96.7708965225967,16754962
"Netherlands","NL","NLD",2013,12783000,44487.0378593394,-0.0302410184270769,99.8478887182193,16804432
"Netherlands","NL","NLD",2014,13925000,45042.0515907444,1.61255885112396,100.34775794185,16865008
"Netherlands","NL","NLD",2015,15007000,45793.8135434697,2.12064007193544,95.9357113452192,16939923
"Netherlands","NL","NLD",2016,15828000,46655.0340264754,2.42428065449427,97.3021938673364,17030314
"Netherlands","NL","NLD",2017,17924000,47670.0858101833,2.78150834679987,97.9320121725311,17131296
"Netherlands","NL","NLD",2018,18780000,48463.0055608731,2.25873158164956,99.7871663056882,17231624
"Netherlands","NL","NLD",2019,20129000,49254.024789064,2.3001616053659,99.7430238846381,17344874
"Netherlands","NL","NLD",2020,7265000,47086.5674755497,-3.86799714191608,101.803122522187,17441500
"Portugal","PT","PRT",1995,9511000,15811.7171369279,4.28278017236022,96.4276458965312,10026176
"Portugal","PT","PRT",1996,9730000,16304.3794463959,3.50424653058748,97.2093565755409,10063945
"Portugal","PT","PRT",1997,10172000,16946.086865108,4.40086766458026,95.5565957097112,10108977
"Portugal","PT","PRT",1998,11295000,17671.3135082912,4.80796318953165,95.9469312219251,10160196
"Portugal","PT","PRT",1999,11632000,18258.0911720943,3.90657779623113,95.4367565804713,10217828
"Portugal","PT","PRT",2000,12097000,18822.0933092937,3.81617714108242,93.1458599648177,10289898
"Portugal","PT","PRT",2001,12167000,19053.089945659,1.94367213427915,95.3989399504049,10362722
"Portugal","PT","PRT",2002,11644000,19095.1102477398,0.770924781247714,97.8027524618452,10419631
"Portugal","PT","PRT",2003,11707000,18846.5411893632,-0.930521045062918,102.215861194383,10458821
"Portugal","PT","PRT",2004,10639000,19137.8370898949,1.78873552917291,103.226460430777,10483861
"Portugal","PT","PRT",2005,10612000,19251.71450683,0.781847569123585,102.424385477101,10503330
"Portugal","PT","PRT",2006,11282000,19529.3122100477,1.62503532956156,102.998106264832,10522288
"Portugal","PT","PRT",2007,6788000,19979.5706280792,2.50657937751231,103.93862908419,10542964
"Portugal","PT","PRT",2008,6962000,20014.4749330004,0.319247344434558,103.958958252661,10558177
"Portugal","PT","PRT",2009,6439000,19371.1318876855,-3.12207827545093,103.03778379016,10568247
"Portugal","PT","PRT",2010,6756000,19698.6836791397,1.73762453640036,100,10573100
"Portugal","PT","PRT",2011,7264000,19389.6395896162,-1.71352745905065,100.807810432356,10557560
"Portugal","PT","PRT",2012,7503000,18679.7626789594,-4.05090267621935,99.2759158897017,10514844
"Portugal","PT","PRT",2013,9177000,18597.7214623964,-0.984106574148328,99.3281988949953,10457295
"Portugal","PT","PRT",2014,10497000,18836.8967978906,0.741391420706506,98.4703948308164,10401062
"Portugal","PT","PRT",2015,11723000,19215.7813014347,1.58979803702681,95.1556710328772,10358076
"Portugal","PT","PRT",2016,13359000,19662.82312462,2.00414129666575,96.6782449379406,10325452
"Portugal","PT","PRT",2017,15432000,20364.1962735946,3.31472008175986,96.874403076022,10300300
"Portugal","PT","PRT",2018,16186000,20997.7745987013,2.94628343449202,98.0044018820232,10283822
"Portugal","PT","PRT",2019,17283000,21569.1874752919,2.74568432648596,96.4459170962633,10286263
"Portugal","PT","PRT",2020,4208000,19778.7139525722,-8.20463159324387,97.7110043045659,10297081
"Russian Federation","RU","RUS",1995,10290000,4862.646484375,-4.1435284052602,60.2625612786326,148375787
"Russian Federation","RU","RUS",1996,16208000,4686.86279296875,-3.7550694383594,74.3878854088102,148160129
"Russian Federation","RU","RUS",1997,17463000,4760.33935546875,1.3999158052963,79.4863375915309,147915361
"Russian Federation","RU","RUS",1998,16188000,4515.50927734375,-5.2999616266239,70.1652183089364,147670784
"Russian Federation","RU","RUS",1999,18820000,4819.38037109375,6.39991469144101,47.9579274514014,147214776
"Russian Federation","RU","RUS",2000,21169000,5323.66650390625,10.0000668136515,54.0581427382876,146596869
"Russian Federation","RU","RUS",2001,21595000,5618.95556640625,5.10005122572568,63.4892137213084,145976482
"Russian Federation","RU","RUS",2002,23309000,5910.171875,4.69999190914258,66.4630261339312,145306497
"Russian Federation","RU","RUS",2003,22521000,6370.45361328125,7.29995234528189,68.8341504841885,144648618
"Russian Federation","RU","RUS",2004,22064000,6856.67822265625,7.19994786954857,74.3587520858203,144067316
"Russian Federation","RU","RUS",2005,22201000,7323.38525390625,6.39996544799469,81.1589498368071,143518814
"Russian Federation","RU","RUS",2006,22486000,7949.89697265625,8.20006825456321,88.9634000225259,143049637
"Russian Federation","RU","RUS",2007,22909000,8640.40625,8.49997776916511,93.4216601726716,142805114
"Russian Federation","RU","RUS",2008,23676000,9093.7001953125,5.19996926404957,98.9200689493531,142742366
"Russian Federation","RU","RUS",2009,21339000,8381.8681640625,-7.79999391271275,92.1377150206016,142785348
"Russian Federation","RU","RUS",2010,22281000,8755.1201171875,4.49999999920672,100,142849468
"Russian Federation","RU","RUS",2011,24932000,9120.8203125,4.30002918604238,104.39928704032,143018195
"Russian Federation","RU","RUS",2012,28177000,9464.0107421875,4.0240861571798,105.694592326178,143378447
"Russian Federation","RU","RUS",2013,30792000,9601.537109375,1.75542214916291,107.24538321017,143805638
"Russian Federation","RU","RUS",2014,32421000,9493.8125,0.736267221403651,98.1202946589132,144237223
"Russian Federation","RU","RUS",2015,33729000,9277.7138671875,-1.9727192264298,79.9453011800331,144640716
"Russian Federation","RU","RUS",2016,24571000,9269.3173828125,0.193671130698817,79.7399112515936,145015460
"Russian Federation","RU","RUS",2017,24390000,9418.99609375,1.82670527549192,92.1232008230267,145293260
"Russian Federation","RU","RUS",2018,24551000,9674.787109375,2.80634082046656,85.4304284584722,145398106
"Russian Federation","RU","RUS",2019,24419000,9882.0244140625,2.19807571381982,87.7316814363016,145453291
"Russian Federation","RU","RUS",2020,6359000,9632.3251953125,-2.65365449695453,80.8050844295935,145245148
"South Africa","ZA","ZAF",1995,4684000,4337.29729686998,3.10000000054411,121.894762630384,44541554
"South Africa","ZA","ZAF",1996,5186000,4465.50649854807,4.29999999726792,112.340443750609,45123018
"South Africa","ZA","ZAF",1997,5170000,4527.04992403877,2.60000000146347,118.754487043832,45666838
"South Africa","ZA","ZAF",1998,5898000,4494.85711232358,0.50000000034143,108.868999060771,46223880
"South Africa","ZA","ZAF",1999,6026000,4552.85007973031,2.39999999746338,103.0649903543,46730335
"South Africa","ZA","ZAF",2000,6001000,4700.87555500704,4.20000000067826,99.8852160888801,47159719
"South Africa","ZA","ZAF",2001,5908000,4786.482450463,2.70000000019104,88.0982375723138,47566800
"South Africa","ZA","ZAF",2002,6550000,4916.81498068625,3.70037440406668,75.5913340980933,48019415
"South Africa","ZA","ZAF",2003,6640000,5011.62223150169,2.94907546754213,98.3491099081068,48500348
"South Africa","ZA","ZAF",2004,6815000,5187.35683424034,4.55455990721774,104.383907885871,48991421
"South Africa","ZA","ZAF",2005,7518000,5406.07581377638,5.27705197295467,104.332547250107,49490033
"South Africa","ZA","ZAF",2006,8509000,5650.9883176549,5.60380645895889,98.3534917927857,49998277
"South Africa","ZA","ZAF",2007,9208000,5891.42069421698,5.36047405394162,91.9558510505061,50528584
"South Africa","ZA","ZAF",2008,9729000,6009.71963138635,3.1910438863288,80.1657841767251,51114599
"South Africa","ZA","ZAF",2009,9532000,5847.05811084505,-1.53808913525583,87.2255701462213,51728516
"South Africa","ZA","ZAF",2010,11303000,5953.94506512821,3.03973288127956,100,52344051
"South Africa","ZA","ZAF",2011,12097000,6067.12482726885,3.16855627858818,98.4100460166497,52995205
"South Africa","ZA","ZAF",2012,13069000,6121.55783860713,2.39623238465745,92.6263270692713,53782567
"South Africa","ZA","ZAF",2013,14318000,6170.87670863373,2.48546800826588,82.1961485194812,54678791
"South Africa","ZA","ZAF",2014,14530000,6155.00589462516,1.41382645223793,77.1065539518633,55594838
"South Africa","ZA","ZAF",2015,13952000,6112.27382485974,1.32186223678229,75.1247349069743,56723537
"South Africa","ZA","ZAF",2016,15121000,6095.295060428,0.664552307858116,70.6044572082308,57259551
"South Africa","ZA","ZAF",2017,14975000,6125.6920507497,1.15794695181735,79.5986063571545,57635162
"South Africa","ZA","ZAF",2018,15004000,6117.2701406047,1.55678384721676,80.7086340494865,58613001
"South Africa","ZA","ZAF",2019,14797000,6032.82972598668,0.25993557687633,78.0902194060907,59587885
"South Africa","ZA","ZAF",2020,3886600.09765625,5569.58483319272,-6.1689177146757,70.9019178146368,60562381
"Spain","ES","ESP",1995,52460000,20217.9031940372,2.75749400293542,92.6855808502679,39724050
"Spain","ES","ESP",1996,55077000,20658.8402775701,2.60741117110229,94.5701916296621,39889852
"Spain","ES","ESP",1997,62415000,21310.4311888986,3.58729972356299,90.4034104266428,40057389
"Spain","ES","ESP",1998,68068000,22135.4045018802,4.30197745333581,90.8933843171157,40223509
"Spain","ES","ESP",1999,72040000,23017.838771323,4.40886545305924,90.2918958343938,40386875
"Spain","ES","ESP",2000,74580000,24106.8818529374,5.20064125553942,88.3712245449622,40567864
"Spain","ES","ESP",2001,75564000,24878.3784543991,3.91908880808811,90.0212365981417,40850412
"Spain","ES","ESP",2002,79313000,25205.3154769045,2.75545611564098,92.0918352714336,41431558
"Spain","ES","ESP",2003,82326000,25481.1653690112,2.9392895953076,96.6700211209812,42187645
"Spain","ES","ESP",2004,85981000,25825.3106463315,3.1145314799161,98.6003490630061,42921895
"Spain","ES","ESP",2005,92563000,26294.447384391,3.5512255846125,99.0325402492733,43653155
"Spain","ES","ESP",2006,96152000,26899.0921497113,4.04343515605099,100.364176062538,44397319
"Spain","ES","ESP",2007,98907000,27338.79541774,3.53350013165972,101.931011277726,45226803
"Spain","ES","ESP",2008,97670000,27112.526293889,0.767165748290694,103.80370857384,45954106
"Spain","ES","ESP",2009,91899000,25860.8142592652,-3.76813306940053,103.670232400066,46362946
"Spain","ES","ESP",2010,93744000,25766.2515825743,0.0941223116369514,100,46576897
"Spain","ES","ESP",2011,99187000,25510.5579678829,-0.639920636520344,100.454968899205,46742697
"Spain","ES","ESP",2012,98128000,24763.568274484,-2.86511368637748,98.0658061865028,46773055
"Spain","ES","ESP",2013,103231000,24498.5559507945,-1.42732224757626,99.7957132238331,46604197
"Spain","ES","ESP",2014,107144000,24947.8512505913,1.52048593647231,99.2518134803866,46460733
"Spain","ES","ESP",2015,109834000,25982.4416197775,4.06086672473866,93.8443228107827,46422303
"Spain","ES","ESP",2016,115561000,26719.2442268615,2.91515598595787,94.6454253163737,46458139
"Spain","ES","ESP",2017,121717000,27426.281015093,2.89604207865007,95.9578128743636,46571232
"Spain","ES","ESP",2018,124456000,27956.7225466484,2.39541124478878,97.8190100410634,46782011
"Spain","ES","ESP",2019,126170000,28301.4393949563,1.96117850841711,95.880110682583,47118501
"Spain","ES","ESP",2020,36410000,25077.019882928,-10.9400706350371,96.2975827013682,47359424
"Sweden","SE","SWE",1995,2310000,35064.4138802129,4.09438992772475,118.268196517634,8826939
"Sweden","SE","SWE",1996,2376000,35605.4537507466,1.70471985374236,127.682258675781,8840998
"Sweden","SE","SWE",1997,2388000,36675.7506543343,3.06499186399252,120.719220078571,8846062
"Sweden","SE","SWE",1998,2573000,38211.7233090832,4.24583179417877,116.879480553915,8850974
"Sweden","SE","SWE",1999,2595000,39786.0271902555,4.20111929805536,113.663776056703,8857874
"Sweden","SE","SWE",2000,3828000,41561.7747635857,4.63112136551369,111.036097587651,8872109
"Sweden","SE","SWE",2001,4108000,42014.4022302506,1.36080642694121,101.776650185489,8895960
"Sweden","SE","SWE",2002,4276000,42831.7584103774,2.27772867861897,104.504611496375,8924958
"Sweden","SE","SWE",2003,4268000,43475.3655433221,1.88102769675844,111.456263537724,8958229
"Sweden","SE","SWE",2004,4676000,45114.6701230708,4.17958419343711,111.975455291911,8993531
"Sweden","SE","SWE",2005,4883000,46189.6828420555,2.79313782840156,107.014506050093,9029572
"Sweden","SE","SWE",2006,4729000,48078.3520110084,4.67607488877992,106.207758112227,9080505
"Sweden","SE","SWE",2007,5224000,49262.152916545,3.22486814096095,107.623136245779,9148092
"Sweden","SE","SWE",2008,4555000,48428.6587081751,-0.923113250067971,105.020013652414,9219637
"Sweden","SE","SWE",2009,4899000,45974.3911151254,-4.25561384207619,94.636120365376,9298515
"Sweden","SE","SWE",2010,5183000,48205.5492512742,5.75076477579255,100,9378126
"Sweden","SE","SWE",2011,11567000,49356.5905257047,3.16388567406926,105.926069192497,9449213
"Sweden","SE","SWE",2012,12372000,48789.7906883637,-0.414397702454409,105.268365375635,9519374
"Sweden","SE","SWE",2013,10980000,48928.4994141291,1.13766671801426,106.519034497855,9600379
"Sweden","SE","SWE",2014,10522000,49557.6183647959,2.29577238758284,100.811973702565,9696110
"Sweden","SE","SWE",2015,6482000,51188.1652120493,4.38824673608589,93.2382428467724,9799186
"Sweden","SE","SWE",2016,6782000,51626.3235312369,2.13117914731151,93.9463289244371,9923085
"Sweden","SE","SWE",2017,7054000,51894.3748177808,1.88282184966646,93.1481662547507,10057698
"Sweden","SE","SWE",2018,7440000,52203.0872589761,1.7702553546772,89.2468759047374,10175214
"Sweden","SE","SWE",2019,7616000,53024.4099494317,2.60823012869524,85.6655884013383,10278887
"Sweden","SE","SWE",2020,1957000,51624.5811789573,-1.93379704032216,87.6665861929877,10353442
"Switzerland","CH","CHE",1995,6946000,68765.8004895745,4.09438994746239,106.594082079487,7040687
"Switzerland","CH","CHE",1996,6730000,68846.2811295722,0.560166924751584,103.420032408299,7071850
"Switzerland","CH","CHE",1997,7039000,70121.2926450719,2.09761680316545,95.2414447445138,7088906
"Switzerland","CH","CHE",1998,7185000,71854.1176863899,2.77611373648112,96.464094967583,7110001
"Switzerland","CH","CHE",1999,7154000,72713.7068420544,1.68007571116809,94.6334714417248,7143991
"Switzerland","CH","CHE",2000,7821000,74933.2770077552,3.63321673470911,92.1962308060121,7184250
"Switzerland","CH","CHE",2001,7455000,75646.1781144131,1.59219781357001,94.583370560013,7229854
"Switzerland","CH","CHE",2002,6868000,75361.6941607385,0.380410134195273,97.976897111944,7284753
"Switzerland","CH","CHE",2003,6530000,74592.0284690955,-0.284222357857615,98.2619639827298,7339001
"Switzerland","CH","CHE",2004,NA,75997.4453154761,2.58692895529093,97.2186483537419,7389625
"Switzerland","CH","CHE",2005,7229000,77741.3436104704,2.95208487460334,95.3623174512392,7437115
"Switzerland","CH","CHE",2006,7863000,80448.9696781612,4.13432251467916,92.7779841662307,7483934
"Switzerland","CH","CHE",2007,8448000,82909.1358291459,3.98319384807056,88.9512073813572,7551117
"Switzerland","CH","CHE",2008,8608000,83934.7657221246,2.53159615417233,92.4038871208606,7647675
